season_end,player,age,gp,toi,teams
2013,Alexei Ponikarovsky,32.0,12.0,02:22:27,WPG
2013,Alexei Ponikarovsky,32.0,30.0,06:50:13,NJD
2013,Marc-André Bergeron,32.0,25.0,05:44:08,2TM
2013,Marc-André Bergeron,32.0,12.0,02:28:18,TBL
2013,Marc-André Bergeron,32.0,13.0,03:15:50,CAR
2013,Joakim Andersson,23.0,38.0,07:39:15,DET
2013,Jay Beagle,27.0,48.0,09:41:02,WSH
2013,Steve Bégin,34.0,36.0,04:47:46,CGY
2013,Chris Butler,26.0,44.0,12:29:41,CGY
2013,B.J. Crombeen,27.0,44.0,08:07:38,TBL
2013,Brenden Dillon,22.0,48.0,17:06:14,DAL
2013,Patrick Eaves,28.0,34.0,05:59:48,DET
2013,Cory Emmerton,24.0,48.0,08:38:57,DET
2013,Mark Fraser,26.0,45.0,12:43:05,TOR
2013,Mikael Granlund,20.0,27.0,05:55:49,MIN
2013,Erik Gustafsson,24.0,27.0,09:03:59,PHI
2013,Matt Hendricks,31.0,48.0,09:22:41,WSH
2013,Rostislav Klesla,30.0,38.0,11:09:50,PHX
2013,Mike Knuble,40.0,28.0,06:01:45,PHI
2013,Mike Kostka,27.0,35.0,12:52:47,TOR
2013,Matthew Lombardi,30.0,28.0,06:30:56,2TM
2013,Matthew Lombardi,30.0,21.0,04:56:56,PHX
2013,Matthew Lombardi,30.0,7.0,01:34:00,ANA
2013,Derek MacKenzie,31.0,43.0,07:24:34,CBJ
2013,Ryan Malone,33.0,24.0,06:17:43,TBL
2013,Jamie McBain,24.0,40.0,12:16:58,CAR
2013,Drew Miller,28.0,44.0,10:07:57,DET
2013,Torrey Mitchell,28.0,45.0,07:52:26,MIN
2013,Tyler Myers,22.0,39.0,13:51:14,BUF
2013,Brooks Orpik,32.0,46.0,17:05:19,PIT
2013,Chris Porter,28.0,29.0,05:37:26,STL
2013,Luca Sbisa,23.0,41.0,13:33:12,ANA
2013,Brendan Smith,23.0,34.0,10:25:38,DET
2013,Jordin Tootoo,29.0,42.0,06:21:29,DET
2013,Brandon Yip,27.0,34.0,06:49:22,NSH
2013,Mats Zuccarello,25.0,15.0,04:06:22,NYR
2013,Michal Handzuš,35.0,39.0,08:32:15,2TM
2013,Michal Handzuš,35.0,28.0,06:19:03,SJS
2013,Michal Handzuš,35.0,11.0,02:13:12,CHI
2013,Keith Aulie,23.0,45.0,09:36:51,TBL
2013,Victor Bartley,24.0,24.0,07:49:01,NSH
2013,Taylor Beck,21.0,16.0,04:17:30,NSH
2013,Jonathon Blum,24.0,35.0,08:20:29,NSH
2013,Justin Braun,25.0,41.0,12:50:51,SJS
2013,Alex Chiasson,22.0,7.0,01:38:34,DAL
2013,Simon Despres,21.0,33.0,08:18:50,PIT
2013,Colin Fraser,28.0,34.0,05:18:36,LAK
2013,Roman Horák,21.0,20.0,04:50:33,CGY
2013,Ryan Jones,28.0,27.0,05:50:23,EDM
2013,Tomáš Kundrátek,23.0,25.0,06:43:38,WSH
2013,Dalton Prout,22.0,28.0,08:38:48,CBJ
2013,Kris Russell,25.0,33.0,08:49:36,STL
2013,Anton Strålman,26.0,48.0,14:26:18,NYR
2013,Chris Tanev,23.0,38.0,10:56:59,VAN
2013,Tomáš Tatar,22.0,18.0,03:24:44,DET
2013,Shawn Thornton,35.0,45.0,06:04:46,BOS
2013,Marc-Édouard Vlasic,25.0,48.0,16:39:35,SJS
2013,Mike Weber,25.0,42.0,12:51:16,BUF
2013,John Moore,22.0,30.0,06:39:49,2TM
2013,John Moore,22.0,17.0,04:06:46,CBJ
2013,John Moore,22.0,13.0,02:33:03,NYR
2013,David Steckel,30.0,34.0,05:15:01,2TM
2013,David Steckel,30.0,13.0,01:31:54,TOR
2013,David Steckel,30.0,21.0,03:43:07,ANA
2013,Wade Redden,35.0,29.0,07:17:08,2TM
2013,Wade Redden,35.0,23.0,05:44:45,STL
2013,Wade Redden,35.0,6.0,01:32:23,BOS
2013,Davis Drewiske,28.0,29.0,07:20:44,2TM
2013,Davis Drewiske,28.0,20.0,04:49:15,LAK
2013,Davis Drewiske,28.0,9.0,02:31:29,MTL
2013,Bryan Allen,32.0,41.0,12:48:17,ANA
2013,Jordie Benn,25.0,26.0,07:30:13,DAL
2013,Paul Bissonnette,27.0,28.0,02:31:53,PHX
2013,Jared Boll,26.0,43.0,05:47:33,CBJ
2013,Johnny Boychuk,29.0,44.0,14:57:53,BOS
2013,Adam Cracknell,27.0,20.0,02:52:17,STL
2013,Andrew Ebbett,30.0,28.0,05:45:04,VAN
2013,Ryan Ellis,22.0,32.0,08:44:08,NSH
2013,Deryk Engelland,30.0,42.0,09:44:38,PIT
2013,John Erskine,32.0,30.0,09:13:52,WSH
2013,Mark Fayne,25.0,31.0,09:21:02,NJD
2013,Mark Fistric,26.0,25.0,06:23:20,EDM
2013,Bruno Gervais,28.0,37.0,10:33:44,PHI
2013,Eric Gryba,24.0,33.0,11:09:09,OTT
2013,Matt Hunwick,27.0,43.0,15:25:23,COL
2013,Dustin Jeffrey,24.0,24.0,04:36:19,PIT
2013,Nick Johnson,27.0,17.0,02:49:15,PHX
2013,Tyler Johnson,22.0,14.0,03:03:02,TBL
2013,Adam Larsson,20.0,37.0,11:09:45,NJD
2013,Ville Leino,29.0,8.0,02:06:26,BUF
2013,Toni Lydman,35.0,35.0,11:18:33,ANA
2013,Travis Moen,30.0,45.0,08:44:28,MTL
2013,Jordan Nolan,23.0,44.0,06:12:49,LAK
2013,Gustav Nyquist,23.0,22.0,04:46:52,DET
2013,Jim O'Brien,24.0,29.0,05:31:19,OTT
2013,Mark Olver,25.0,32.0,04:49:21,COL
2013,Roman Polák,26.0,48.0,14:44:11,STL
2013,Ryan Reaves,26.0,43.0,05:20:16,STL
2013,Brad Richardson,27.0,16.0,02:54:23,LAK
2013,Bobby Sanguinetti,24.0,37.0,09:05:51,CAR
2013,David Schlemko,25.0,30.0,08:36:31,PHX
2013,Brad Stuart,33.0,48.0,16:21:58,SJS
2013,Dale Weise,24.0,40.0,06:22:13,VAN
2013,Greg Zanon,32.0,44.0,14:10:32,COL
2013,Jerred Smithson,33.0,45.0,07:59:44,2TM
2013,Jerred Smithson,33.0,35.0,06:02:34,FLA
2013,Jerred Smithson,33.0,10.0,01:57:10,EDM
2013,Matt D'Agostini,26.0,29.0,05:57:08,2TM
2013,Matt D'Agostini,26.0,16.0,03:09:59,STL
2013,Matt D'Agostini,26.0,13.0,02:47:09,NJD
2013,Ryan O'Byrne,28.0,42.0,12:58:19,2TM
2013,Ryan O'Byrne,28.0,34.0,10:40:54,COL
2013,Ryan O'Byrne,28.0,8.0,02:17:25,TOR
2013,Douglas Murray,32.0,43.0,12:36:13,2TM
2013,Douglas Murray,32.0,29.0,08:17:14,SJS
2013,Douglas Murray,32.0,14.0,04:18:59,PIT
2013,Karl Alzner,24.0,48.0,16:45:52,WSH
2013,Colby Armstrong,30.0,37.0,06:54:29,MTL
2013,Patrick Bordeleau,26.0,46.0,04:46:13,COL
2013,Drayson Bowman,23.0,37.0,07:13:04,CAR
2013,Brian Boyle,28.0,38.0,09:00:13,NYR
2013,Braydon Coburn,27.0,33.0,12:26:20,PHI
2013,Tim Erixon,21.0,31.0,08:06:35,CBJ
2013,Kurtis Foster,31.0,23.0,05:01:06,PHI
2013,Paul Gaustad,30.0,23.0,05:50:06,NSH
2013,Mikhail Grigorenko,18.0,25.0,04:15:53,BUF
2013,Radko Gudas,22.0,22.0,06:13:50,TBL
2013,Peter Harrold,29.0,23.0,06:45:32,NJD
2013,Peter Holland,22.0,21.0,04:03:23,ANA
2013,Tim Jackman,31.0,42.0,05:19:11,CGY
2013,Alex Kovalev,39.0,14.0,03:38:35,FLA
2013,Philip Larsen,23.0,32.0,07:56:10,DAL
2013,Brian Lashoff,22.0,31.0,09:11:17,DET
2013,Alec Martinez,25.0,27.0,07:12:37,LAK
2013,Tye McGinn,22.0,18.0,03:48:57,PHI
2013,Frazer McLaren,25.0,36.0,03:07:21,2TM
2013,Frazer McLaren,25.0,1.0,00:06:54,SJS
2013,Frazer McLaren,25.0,35.0,03:00:27,TOR
2013,Antti Miettinen,32.0,22.0,04:38:17,WPG
2013,Chris Mueller,26.0,18.0,03:12:43,NSH
2013,Mark Pysyk,21.0,19.0,05:09:17,BUF
2013,Marty Reasoner,35.0,31.0,05:48:00,NYI
2013,Zac Rinaldo,22.0,32.0,04:28:09,PHI
2013,Aaron Rome,29.0,27.0,06:54:01,DAL
2013,Jason Spezza,29.0,5.0,01:35:53,OTT
2013,Tyler Toffoli,20.0,10.0,01:59:47,LAK
2013,David Ullström,23.0,20.0,03:09:58,NYI
2013,Scottie Upshall,29.0,27.0,06:04:29,FLA
2013,Joe Vitale,27.0,33.0,05:14:03,PIT
2013,Anton Volchenkov,30.0,37.0,09:53:57,NJD
2013,James Wright,22.0,38.0,07:20:46,WPG
2013,Jason Zucker,21.0,20.0,03:45:18,MIN
2013,Adrian Aucoin,39.0,36.0,09:48:00,CBJ
2013,Robert Bortuzzo,23.0,15.0,03:19:22,PIT
2013,Chris Bourque,27.0,18.0,03:37:22,BOS
2013,Radek Dvořák,35.0,9.0,01:58:12,ANA
2013,Stefan Elliott,22.0,18.0,05:15:05,COL
2013,Jake Gardiner,22.0,12.0,04:05:46,TOR
2013,Nicklas Grossmann,28.0,30.0,09:09:59,PHI
2013,Erik Gudbranson,21.0,32.0,09:59:57,FLA
2013,Adam Hall,32.0,37.0,06:29:41,3TM
2013,Adam Hall,32.0,20.0,03:25:50,TBL
2013,Adam Hall,32.0,6.0,01:03:05,CAR
2013,Adam Hall,32.0,11.0,02:00:46,PHI
2013,Jimmy Hayes,23.0,10.0,02:23:19,CHI
2013,Thomas Hickey,23.0,39.0,10:57:31,NYI
2013,Erik Johnson,24.0,31.0,10:43:22,COL
2013,Brooks Laich,29.0,9.0,02:28:50,WSH
2013,Chad Larose,30.0,35.0,07:29:40,CAR
2013,Adam McQuaid,26.0,32.0,07:37:21,BOS
2013,J.T. Miller,19.0,26.0,05:51:37,NYR
2013,Evgeni Nabokov,37.0,41.0,41:15:24,NYI
2013,Shane O'Brien,29.0,28.0,07:14:05,COL
2013,Colton Orr,30.0,44.0,04:41:10,TOR
2013,Jean-Gabriel Pageau,20.0,9.0,01:43:28,OTT
2013,Ondřej Palát,21.0,14.0,02:44:16,TBL
2013,Adam Pardy,28.0,17.0,04:40:37,BUF
2013,Corey Potter,29.0,33.0,09:35:59,EDM
2013,Zach Redmond,24.0,8.0,02:36:38,WPG
2013,Mike Rupp,33.0,40.0,05:34:16,2TM
2013,Mike Rupp,33.0,8.0,00:49:59,NYR
2013,Mike Rupp,33.0,32.0,04:44:17,MIN
2013,James Sheppard,24.0,32.0,06:15:59,SJS
2013,Ladislav Šmíd,26.0,48.0,16:15:18,EDM
2013,Tyson Strachan,28.0,38.0,12:00:27,FLA
2013,Brian Strait,25.0,19.0,05:25:56,NYI
2013,Mark Stuart,28.0,42.0,11:41:33,WPG
2013,Alexander Sulzer,28.0,17.0,04:40:55,BUF
2013,Henrik Tallinder,34.0,25.0,07:19:16,NJD
2013,Eric Tangradi,23.0,41.0,06:53:28,2TM
2013,Eric Tangradi,23.0,5.0,00:42:41,PIT
2013,Eric Tangradi,23.0,36.0,06:10:47,WPG
2013,Chris Thorburn,29.0,42.0,04:25:36,WPG
2013,Dana Tyrell,23.0,21.0,03:37:24,TBL
2013,Kris Versteeg,26.0,10.0,02:48:50,FLA
2013,Stephen Weiss,29.0,17.0,05:13:50,FLA
2013,Kevin Westgarth,28.0,31.0,02:57:22,CAR
2013,Ian White,28.0,25.0,08:09:35,DET
2013,Kaspars Daugaviņš,24.0,25.0,04:35:22,2TM
2013,Kaspars Daugaviņš,24.0,19.0,03:37:05,OTT
2013,Kaspars Daugaviņš,24.0,6.0,00:58:17,BOS
2013,Mike Santorelli,27.0,34.0,06:43:26,2TM
2013,Mike Santorelli,27.0,24.0,04:26:15,FLA
2013,Mike Santorelli,27.0,10.0,02:17:11,WPG
2013,Tomáš Vincour,22.0,17.0,02:30:38,2TM
2013,Tomáš Vincour,22.0,15.0,02:12:31,DAL
2013,Tomáš Vincour,22.0,2.0,00:18:07,COL
2013,Robyn Regehr,32.0,41.0,13:16:16,2TM
2013,Robyn Regehr,32.0,29.0,09:01:01,BUF
2013,Robyn Regehr,32.0,12.0,04:15:15,LAK
2013,Éric Bélanger,35.0,26.0,06:07:14,EDM
2013,Todd Bertuzzi,37.0,7.0,01:48:38,DET
2013,David Booth,28.0,12.0,02:33:03,VAN
2013,Tim Brent,28.0,30.0,04:53:48,CAR
2013,Martin Brodeur,40.0,29.0,29:17:21,NJD
2013,Ilya Bryzgalov,32.0,40.0,38:17:45,PHI
2013,Adam Burish,30.0,46.0,08:06:12,SJS
2013,Daniel Carcillo,28.0,23.0,03:26:54,CHI
2013,Jordan Caron,22.0,17.0,02:39:54,BOS
2013,Mark Cundari,22.0,4.0,01:19:05,CGY
2013,Zac Dalpe,23.0,10.0,02:03:01,CAR
2013,Jason Demers,24.0,22.0,06:49:49,SJS
2013,Andrew Desjardins,26.0,42.0,07:05:12,SJS
2013,Gabriel Dumont,22.0,10.0,01:36:47,MTL
2013,Keaton Ellerby,24.0,44.0,10:36:54,2TM
2013,Keaton Ellerby,24.0,9.0,02:16:42,FLA
2013,Keaton Ellerby,24.0,35.0,08:20:12,LAK
2013,Steve Eminger,29.0,35.0,07:36:27,NYR
2013,Justin Falk,24.0,36.0,07:55:43,MIN
2013,Matt Fraser,22.0,12.0,02:21:30,DAL
2013,Aaron Gagnon,26.0,10.0,01:21:32,WPG
2013,Teemu Hartikainen,22.0,23.0,04:03:04,EDM
2013,Korbinian Holzer,24.0,22.0,06:47:09,TOR
2013,Jacob Josefson,21.0,22.0,04:45:36,NJD
2013,Tomáš Kaberle,34.0,10.0,02:15:27,MTL
2013,Chris Kreider,21.0,23.0,03:52:34,NYR
2013,Pierre-Cédric Labrie,26.0,19.0,02:42:36,TBL
2013,Oliver Lauridsen,23.0,15.0,03:47:01,PHI
2013,Pat Maroon,24.0,13.0,02:07:13,ANA
2013,Radek Martínek,36.0,13.0,03:29:54,NYI
2013,Stefan Matteau,18.0,17.0,02:36:11,NJD
2013,Brian McGrattan,31.0,21.0,02:29:11,2TM
2013,Brian McGrattan,31.0,2.0,00:12:34,NSH
2013,Brian McGrattan,31.0,19.0,02:16:37,CGY
2013,Kyle Quincey,27.0,36.0,11:32:00,DET
2013,Peter Regin,26.0,27.0,05:10:59,OTT
2013,Max Reinhart,20.0,11.0,02:38:35,CGY
2013,Jeff Schultz,26.0,26.0,06:10:40,WSH
2013,Ryan Wilson,25.0,12.0,03:42:02,COL
2013,Jeff Halpern,36.0,46.0,07:48:29,2TM
2013,Jeff Halpern,36.0,30.0,04:34:47,NYR
2013,Jeff Halpern,36.0,16.0,03:13:42,MTL
2013,Tom Sestito,25.0,30.0,03:12:52,2TM
2013,Tom Sestito,25.0,7.0,00:40:25,PHI
2013,Tom Sestito,25.0,23.0,02:32:27,VAN
2013,Arron Asham,34.0,27.0,02:59:05,NYR
2013,Keith Ballard,30.0,36.0,09:16:55,VAN
2013,Daniel Bang,25.0,8.0,01:43:12,NSH
2013,Cam Barker,26.0,14.0,03:18:47,VAN
2013,Matt Bartkowski,24.0,11.0,02:28:19,BOS
2013,Nathan Beaulieu,20.0,6.0,01:32:13,MTL
2013,Brett Bellemore,24.0,8.0,01:50:07,CAR
2013,Zach Boychuk,23.0,13.0,02:40:03,3TM
2013,Zach Boychuk,23.0,1.0,00:10:13,CAR
2013,Zach Boychuk,23.0,7.0,01:21:19,PIT
2013,Zach Boychuk,23.0,5.0,01:08:31,NSH
2013,Matt Carkner,32.0,22.0,04:37:00,NYI
2013,Chris Conner,29.0,12.0,02:16:30,PHX
2013,Joey Crabb,29.0,26.0,04:04:53,WSH
2013,Stéphane Da Costa,23.0,9.0,01:46:44,OTT
2013,David Dziurzynski,23.0,12.0,02:30:35,OTT
2013,Ben Eager,29.0,14.0,02:15:14,EDM
2013,Dan Ellis,32.0,19.0,16:37:04,CAR
2013,Marc-André Fleury,28.0,33.0,30:57:45,PIT
2013,Colton Gillies,23.0,27.0,03:44:03,CBJ
2013,Tanner Glass,29.0,48.0,08:03:28,PIT
2013,Ryan Hamilton,27.0,10.0,01:48:32,TOR
2013,Braden Holtby,23.0,36.0,34:49:14,WSH
2013,Jesse Joensuu,25.0,7.0,01:10:58,NYI
2013,Tim Kennedy,26.0,13.0,02:56:41,SJS
2013,Anders Lee,22.0,2.0,00:16:24,NYI
2013,Kari Lehtonen,29.0,36.0,33:06:11,DAL
2013,Lane MacDermid,23.0,9.0,00:41:18,2TM
2013,Lane MacDermid,23.0,3.0,00:10:43,BOS
2013,Lane MacDermid,23.0,6.0,00:30:35,DAL
2013,Brad Malone,23.0,13.0,01:54:15,COL
2013,Brandon Manning,22.0,6.0,01:28:49,PHI
2013,Jamal Mayers,38.0,19.0,02:12:26,CHI
2013,Andrej Meszároš,27.0,11.0,03:23:05,PHI
2013,Zbyněk Michálek,30.0,34.0,12:04:24,PHX
2013,Jeremy Morin,21.0,3.0,00:39:04,CHI
2013,Jamie Oleksiak,20.0,16.0,03:57:20,DAL
2013,George Parros,33.0,39.0,04:17:48,FLA
2013,Anthony Peluso,23.0,5.0,00:24:59,WPG
2013,Tom Poti,35.0,16.0,04:03:35,WSH
2013,Bryce Salvador,36.0,39.0,13:51:49,NJD
2013,Cory Sarich,34.0,28.0,06:56:07,CGY
2013,Jim Slater,30.0,26.0,04:31:45,WPG
2013,Carl Söderberg,27.0,6.0,01:28:21,BOS
2013,Brad Staubitz,28.0,15.0,01:33:13,ANA
2013,Matt Tennyson,22.0,4.0,01:02:51,SJS
2013,Jarred Tinordi,20.0,8.0,01:33:42,MTL
2013,David Van Der Gulik,29.0,9.0,01:24:58,COL
2013,Sami Vatanen,21.0,8.0,02:06:33,ANA
2013,Tomáš Vokoun,36.0,20.0,17:08:32,PIT
2013,Tim Wallace,28.0,28.0,04:40:48,CAR
2013,Yannick Weber,24.0,6.0,01:22:30,MTL
2013,Mike Brown,27.0,39.0,04:53:17,2TM
2013,Mike Brown,27.0,12.0,00:55:51,TOR
2013,Mike Brown,27.0,27.0,03:57:26,EDM
2013,Aaron Volpatti,27.0,33.0,04:35:08,2TM
2013,Aaron Volpatti,27.0,16.0,01:57:00,VAN
2013,Aaron Volpatti,27.0,17.0,02:38:08,WSH
2013,Luke Adam,22.0,4.0,00:39:10,BUF
2013,Jason Akeson,22.0,1.0,00:12:23,PHI
2013,Andrew Alberts,31.0,24.0,06:04:18,VAN
2013,Matt Anderson,30.0,2.0,00:11:33,NJD
2013,Anton Babchuk,28.0,7.0,01:22:57,CGY
2013,Jonathan Bernier,24.0,14.0,12:48:21,LAK
2013,Nick Bjugstad,20.0,11.0,02:47:19,FLA
2013,Sheldon Brookbank,32.0,26.0,05:31:30,CHI
2013,Paul Byron,23.0,4.0,00:41:49,CGY
2013,Brett Carson,27.0,10.0,01:49:17,CGY
2013,Brett Clark,36.0,8.0,01:52:32,MIN
2013,Carlo Colaiacovo,30.0,6.0,01:53:27,DET
2013,Ian Cole,23.0,15.0,04:26:11,STL
2013,Brett Connolly,20.0,5.0,00:51:22,TBL
2013,Jared Cowen,22.0,7.0,02:22:01,OTT
2013,Danny DeKeyser,22.0,11.0,03:18:32,DET
2013,Steve Downie,25.0,2.0,00:17:47,COL
2013,Benn Ferriero,25.0,4.0,00:38:26,NYR
2013,Joe Finley,25.0,16.0,03:11:19,NYI
2013,Filip Forsberg,18.0,5.0,01:17:23,NSH
2013,Cody Goloubef,23.0,11.0,02:42:57,CBJ
2013,Matt Greene,29.0,5.0,01:16:26,LAK
2013,Jonas Gustavsson,28.0,7.0,05:49:15,DET
2013,Jaroslav Halák,27.0,16.0,13:32:35,STL
2013,Roman Hamrlík,38.0,16.0,03:03:40,2TM
2013,Roman Hamrlík,38.0,4.0,01:02:23,WSH
2013,Roman Hamrlík,38.0,12.0,02:01:17,NYR
2013,Scott Hannan,34.0,33.0,10:38:30,2TM
2013,Scott Hannan,34.0,29.0,09:25:23,NSH
2013,Scott Hannan,34.0,4.0,01:13:07,SJS
2013,Ben Hanowski,22.0,5.0,01:06:28,CGY
2013,Johan Hedberg,39.0,19.0,18:28:16,NJD
2013,Kevin Henderson,26.0,4.0,00:58:46,NSH
2013,Jonas Hiller,30.0,26.0,24:58:19,ANA
2013,Jimmy Howard,28.0,42.0,40:45:44,DET
2013,Kent Huskins,33.0,19.0,04:57:38,2TM
2013,Kent Huskins,33.0,11.0,02:48:49,DET
2013,Kent Huskins,33.0,8.0,02:08:49,PHI
2013,Leland Irving,24.0,6.0,04:30:04,CGY
2013,Blair Jones,26.0,15.0,02:41:08,CGY
2013,Ed Jovanovski,36.0,6.0,01:33:59,FLA
2013,Patrick Kaleta,26.0,34.0,06:06:56,BUF
2013,Matt Kassian,26.0,15.0,01:35:43,OTT
2013,Miikka Kiprusoff,36.0,24.0,22:24:05,CGY
2013,Tom Kostopoulos,34.0,15.0,02:16:27,NJD
2013,Torey Krug,21.0,1.0,00:15:47,BOS
2013,Anton Lander,21.0,11.0,02:01:18,EDM
2013,Jamie Langenbrunner,37.0,4.0,00:39:07,STL
2013,Anders Lindbäck,24.0,24.0,21:44:11,TBL
2013,Mike Lundin,28.0,11.0,02:50:35,OTT
2013,Henrik Lundqvist,30.0,43.0,42:55:22,NYR
2013,Steve Mason,24.0,20.0,18:10:09,2TM
2013,Steve Mason,24.0,13.0,11:52:05,CBJ
2013,Steve Mason,24.0,7.0,06:18:04,PHI
2013,Brandon McMillan,22.0,6.0,00:52:27,ANA
2013,Derek Meech,28.0,16.0,03:55:09,WPG
2013,Brendan Mikkelson,25.0,4.0,00:39:02,TBL
2013,Kris Newbury,30.0,6.0,00:47:19,NYR
2013,Scott Nichol,38.0,30.0,04:53:21,STL
2013,Antti Niemi,29.0,43.0,43:00:46,SJS
2013,Andreas Nödl,25.0,8.0,01:07:45,CAR
2013,Dmitry Orlov,21.0,5.0,01:14:43,WSH
2013,Greg Rallo,31.0,10.0,01:35:32,FLA
2013,Joonas Rask,22.0,2.0,00:16:01,NSH
2013,Tuukka Rask,25.0,36.0,35:04:09,BOS
2013,James Reimer,24.0,33.0,30:56:09,TOR
2013,Pekka Rinne,30.0,43.0,40:43:46,NSH
2013,Colby Robak,22.0,16.0,04:02:49,FLA
2013,Jay Rosehill,27.0,11.0,01:14:43,PHI
2013,David Rundblad,22.0,8.0,01:49:52,PHX
2013,Mikael Samuelsson,36.0,4.0,00:51:27,DET
2013,Marco Scandella,22.0,6.0,01:26:33,MIN
2013,Colton Sceviour,23.0,1.0,00:04:51,DAL
2013,Cory Schneider,26.0,30.0,28:53:19,VAN
2013,Eric Selleck,25.0,2.0,00:15:50,FLA
2013,Ben Smith,24.0,1.0,00:18:21,CHI
2013,Derek Smith,28.0,22.0,04:29:24,CGY
2013,Ben Street,25.0,6.0,01:21:39,CGY
2013,Mattias Tedenby,22.0,4.0,00:35:58,NJD
2013,Chris Terry,23.0,3.0,00:28:49,CAR
2013,Semyon Varlamov,24.0,35.0,32:29:39,COL
2013,Tom Wandell,26.0,18.0,02:31:57,DAL
2013,Austin Watson,21.0,6.0,01:16:14,NSH
2013,Jeremy Welsh,24.0,5.0,00:29:13,CAR
2013,Ryan White,24.0,26.0,04:04:43,MTL
2013,Harry Zolnierczyk,25.0,7.0,00:51:35,PHI
2013,Sami Aittokallio,20.0,1.0,00:49:20,COL
2013,Akim Aliu,23.0,5.0,00:54:19,CGY
2013,Jake Allen,22.0,15.0,13:23:53,STL
2013,Craig Anderson,31.0,24.0,23:40:36,OTT
2013,Mike Angelidis,27.0,1.0,00:07:22,TBL
2013,Mark Arcobello,24.0,1.0,00:18:15,EDM
2013,Richard Bachman,25.0,13.0,10:08:50,DAL
2013,Niklas Bäckström,34.0,42.0,39:28:08,MIN
2013,Carter Bancks,23.0,2.0,00:29:22,CGY
2013,Mark Barberio,22.0,2.0,00:30:59,TBL
2013,Krys Barch,32.0,22.0,02:08:47,NJD
2013,Stu Bickel,26.0,16.0,01:28:16,NYR
2013,Martin Biron,35.0,6.0,05:35:42,NYR
2013,Ben Bishop,26.0,22.0,21:00:38,2TM
2013,Ben Bishop,26.0,13.0,12:38:12,OTT
2013,Ben Bishop,26.0,9.0,08:22:26,TBL
2013,Nicolas Blanchard,25.0,9.0,01:18:05,CAR
2013,Mike Blunden,26.0,5.0,00:41:44,MTL
2013,Sergei Bobrovsky,24.0,38.0,36:58:57,CBJ
2013,Alexandre Bolduc,27.0,14.0,01:46:46,PHX
2013,Brandon Bollig,26.0,25.0,03:20:19,CHI
2013,Mark Borowiecki,23.0,6.0,01:17:59,OTT
2013,Brian Boucher,36.0,4.0,02:24:01,PHI
2013,Eric Boulton,36.0,15.0,01:25:06,NYI
2013,Chris Brown,21.0,5.0,00:38:11,PHX
2013,Peter Budaj,30.0,13.0,10:56:29,MTL
2013,Michael Caruso,24.0,2.0,00:15:50,FLA
2013,Scott Clemmensen,35.0,19.0,14:26:25,FLA
2013,Joe Colborne,23.0,5.0,00:45:36,TOR
2013,Sean Collins,24.0,5.0,01:02:28,CBJ
2013,Patrice Cormier,22.0,10.0,00:38:52,WPG
2013,Frank Corrado,19.0,3.0,00:58:13,VAN
2013,Corey Crawford,28.0,30.0,29:20:31,CHI
2013,Yann Danis,31.0,3.0,01:50:15,EDM
2013,Cédrick Desjardins,27.0,3.0,02:40:06,TBL
2013,Rick DiPietro,31.0,3.0,02:55:36,NYI
2013,Jake Dowell,27.0,2.0,00:17:05,MIN
2013,Nick Drazenovic,26.0,8.0,01:19:25,CBJ
2013,Devan Dubnyk,26.0,38.0,35:00:57,EDM
2013,Mark Eaton,35.0,23.0,06:53:31,PIT
2013,Mattias Ekholm,22.0,1.0,00:16:05,NSH
2013,Brian Elliott,27.0,24.0,21:31:56,STL
2013,Matt Ellis,31.0,6.0,00:37:11,BUF
2013,Ray Emery,30.0,21.0,18:36:00,CHI
2013,Jhonas Enroth,24.0,12.0,10:23:26,BUF
2013,Viktor Fasth,30.0,25.0,23:48:18,ANA
2013,Jeff Frazee,25.0,1.0,00:18:36,NJD
2013,Mathieu Garon,35.0,18.0,15:10:04,TBL
2013,Éric Gélinas,21.0,1.0,00:15:59,NJD
2013,Jean-Sébastien Giguère,35.0,18.0,15:07:50,COL
2013,Hal Gill,37.0,32.0,07:08:19,NSH
2013,Matt Gilroy,28.0,15.0,02:23:21,NYR
2013,Andrew Gordon,27.0,6.0,00:50:32,VAN
2013,Marc-André Gragnani,25.0,1.0,00:07:53,CAR
2013,Derek Grant,22.0,5.0,00:43:19,OTT
2013,Thomas Greiss,27.0,6.0,05:08:12,SJS
2013,Philipp Grubauer,21.0,2.0,01:23:58,WSH
2013,Matt Hackett,22.0,1.0,00:59:12,MIN
2013,Micheal Haley,26.0,9.0,00:59:39,NYR
2013,Josh Harding,28.0,5.0,03:05:05,MIN
2013,Darren Helm,26.0,1.0,00:12:27,DET
2013,Jordan Hendry,28.0,2.0,00:35:09,ANA
2013,Mike Hoffman,23.0,3.0,00:36:57,OTT
2013,Nick Holden,25.0,2.0,00:17:09,CBJ
2013,Darcy Hordichuk,32.0,4.0,00:08:08,EDM
2013,Quinton Howden,21.0,18.0,03:08:12,FLA
2013,Carter Hutton,27.0,1.0,00:58:44,CHI
2013,Cam Janssen,28.0,4.0,00:15:53,NJD
2013,Dmitrij Jaškin,19.0,2.0,00:14:59,STL
2013,Nicklas Jensen,19.0,2.0,00:27:42,VAN
2013,Aaron Johnson,29.0,10.0,02:28:42,BOS
2013,Chad Johnson,26.0,4.0,04:06:37,PHX
