season_end,player,age,gp,toi,teams
2013,Michal Jordán,22.0,5.0,00:53:26,CAR
2013,Derek Joslin,25.0,2.0,00:33:59,VAN
2013,Bracken Kearns,31.0,1.0,00:12:04,SJS
2013,Nikolai Khabibulin,40.0,12.0,11:23:37,EDM
2013,Anton Khudobin,26.0,14.0,13:23:00,BOS
2013,Keith Kinkaid,23.0,1.0,00:25:45,NJD
2013,Mike Komisarek,31.0,4.0,01:01:23,TOR
2013,Matthew Konan,21.0,2.0,00:31:51,PHI
2013,Zenon Konopka,32.0,37.0,05:12:08,MIN
2013,Darcy Kuemper,22.0,6.0,04:48:18,MIN
2013,Jason LaBarbera,33.0,15.0,12:05:55,PHX
2013,Shawn Lalonde,22.0,1.0,00:14:47,CHI
2013,Johan Larsson,20.0,1.0,00:14:02,MIN
2013,Scott Laughton,18.0,5.0,00:57:35,PHI
2013,Drew LeBlanc,23.0,2.0,00:26:40,CHI
2013,Brian Lee,25.0,22.0,05:06:16,TBL
2013,Robin Lehner,21.0,12.0,12:14:48,OTT
2013,Michael Leighton,31.0,1.0,00:59:08,PHI
2013,Andreas Lilja,37.0,4.0,01:07:07,PHI
2013,Roberto Luongo,33.0,20.0,19:56:55,VAN
2013,Joey MacDonald,32.0,21.0,19:08:28,CGY
2013,Steve MacIntyre,32.0,1.0,00:04:31,PIT
2013,Manny Malhotra,32.0,9.0,01:40:10,VAN
2013,Jonathan Marchessault,22.0,2.0,00:21:53,CBJ
2013,Jacob Markström,23.0,23.0,21:05:45,FLA
2013,Brandon Mashinter,24.0,4.0,00:23:40,NYR
2013,Chris Mason,36.0,11.0,07:46:44,NSH
2013,Cody McCormick,29.0,8.0,00:51:39,BUF
2013,Andy Miele,24.0,1.0,00:09:02,PHX
2013,Ryan Miller,32.0,40.0,38:22:14,BUF
2013,Al Montoya,27.0,7.0,05:51:21,WPG
2013,Petr Mrázek,20.0,2.0,01:59:09,DET
2013,Ryan Murphy,19.0,4.0,01:24:15,CAR
2013,Andrew Murray,31.0,1.0,00:07:49,STL
2013,Jan Muršak,25.0,2.0,00:11:17,DET
2013,Michal Neuvirth,24.0,13.0,12:03:08,WSH
2013,Cristopher Nilstorp,28.0,5.0,04:51:18,DAL
2013,Jay Pandolfo,38.0,18.0,02:43:19,BOS
2013,Greg Pateryn,22.0,3.0,00:28:48,MTL
2013,Ondřej Pavelec,25.0,44.0,42:32:43,WPG
2013,Theo Peckham,25.0,4.0,01:10:33,EDM
2013,Matt Pelech,25.0,2.0,00:18:06,SJS
2013,Harri Pesonen,24.0,4.0,00:36:44,NJD
2013,Justin Peters,26.0,19.0,15:54:24,CAR
2013,Toby Petersen,34.0,1.0,00:06:40,DAL
2013,Nicholas Petrecki,23.0,1.0,00:11:58,SJS
2013,Alexander Petrovic,20.0,6.0,01:52:41,FLA
2013,Steve Pinizzotto,28.0,12.0,01:59:54,VAN
2013,Brandon Pirri,21.0,1.0,00:17:55,CHI
2013,Kevin Poulin,22.0,5.0,04:17:37,NYI
2013,Darroll Powe,27.0,42.0,06:17:55,2TM
2013,Darroll Powe,27.0,8.0,01:21:46,MIN
2013,Darroll Powe,27.0,34.0,04:56:09,NYR
2013,Carey Price,25.0,39.0,37:29:01,MTL
2013,Nate Prosser,26.0,17.0,03:11:16,MIN
2013,Jonathan Quick,27.0,37.0,35:33:42,LAK
2013,Rickard Rakell,19.0,4.0,00:35:48,ANA
2013,Dylan Reese,28.0,3.0,00:45:47,PIT
2013,Jon Rheault,26.0,5.0,00:52:51,FLA
2013,Mathieu Roy,29.0,1.0,00:14:07,TBL
2013,Chad Ruhwedel,22.0,7.0,01:39:23,BUF
2013,Jussi Rynnäs,25.0,1.0,00:10:20,TOR
2013,David Savard,22.0,4.0,00:52:48,CBJ
2013,Mark Scheifele,19.0,4.0,00:46:06,WPG
2013,Cameron Schilling,24.0,1.0,00:11:58,WSH
2013,John Scott,30.0,34.0,03:05:06,BUF
2013,Ben Scrivens,26.0,20.0,17:04:51,TOR
2013,Brandon Segal,29.0,1.0,00:05:21,NYR
2013,Tim Sestito,28.0,6.0,00:47:14,NJD
2013,Michael Sgarbossa,20.0,6.0,01:02:11,COL
2013,Riley Sheahan,21.0,1.0,00:06:47,DET
2013,Jody Shelley,36.0,1.0,00:07:58,PHI
2013,Mike Smith,30.0,34.0,32:35:33,PHX
2013,Trevor Smith,27.0,1.0,00:10:24,PIT
2013,Devante Smith-Pelly,20.0,7.0,01:02:58,ANA
2013,Ryan Spooner,21.0,4.0,00:36:29,BOS
2013,Jared Staal,22.0,2.0,00:26:46,CAR
2013,Alex Stalock,25.0,2.0,00:41:49,SJS
2013,Ryan Stanton,23.0,1.0,00:17:05,CHI
2013,Mark Stone,20.0,4.0,00:40:01,OTT
2013,Chris Summers,24.0,6.0,01:15:55,PHX
2013,Andrej Šustr,22.0,2.0,00:21:26,TBL
2013,Brett Sutter,25.0,3.0,00:25:02,CAR
2013,Bill Sweatt,24.0,1.0,00:12:24,VAN
2013,Matt Taormina,26.0,2.0,00:33:17,TBL
2013,Jamie Tardif,28.0,2.0,00:09:51,BOS
2013,Daniel Taylor,26.0,2.0,02:00:00,CGY
2013,José Théodore,36.0,15.0,12:46:28,FLA
2013,Christian Thomas,20.0,1.0,00:12:46,NYR
2013,Scott Timmins,23.0,5.0,00:52:55,FLA
2013,Alexander Urbom,22.0,1.0,00:14:11,NJD
2013,Chris VandeVelde,25.0,11.0,01:17:32,EDM
2013,Cam Ward,28.0,17.0,15:29:27,CAR
2013,Francis Wathier,28.0,1.0,00:05:40,DAL
2013,Eric Wellwood,22.0,4.0,00:37:40,PHI
2013,J.T. Wyman,26.0,1.0,00:13:31,TBL
2013,Nolan Yonkman,31.0,7.0,01:08:23,FLA
